2024-06-10 16:28:52	Autoreload is disabled because the development mode is off.
2024-06-10 16:28:53	Application started in 0.896 seconds.
2024-06-10 16:28:54	Responding at http://127.0.0.1:8888
2024-06-10 16:28:56	----------------- NEW EXECUTION-------------------
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=6792f326-3c64-4864-8803-d8236355f0f8, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.16, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.39, y=0.14, z=1.05}, rotation=Rotation{x=-24.81, y=159.89, z=-13.39}}, mouth=NULL, attending=nobody, sad=0.22, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:18.112}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=a5ffa024-f7fc-49fe-8310-51abd3261600, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.21, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.37, y=0.15, z=1.06}, rotation=Rotation{x=-26.64, y=159.98, z=-15.22}}, mouth=NULL, attending=nobody, sad=0.26, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:18.204}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=88765f10-9752-4812-a130-bc4cbf47c72f, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.18, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.35, y=0.15, z=1.07}, rotation=Rotation{x=-22.54, y=161.76, z=-11.60}}, mouth=NULL, attending=nobody, sad=0.27, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:18.303}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=2bce99af-5d2a-414f-9b01-8f03a4c54176, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.14, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.33, y=0.15, z=1.07}, rotation=Rotation{x=-27.16, y=163.13, z=-11.48}}, mouth=NULL, attending=nobody, sad=0.21, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:18.403}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=fd839c5c-3ee6-46f5-b4cf-80a0947a6dc0, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.14, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.33, y=0.15, z=1.07}, rotation=Rotation{x=-27.16, y=163.13, z=-11.48}}, mouth=NULL, attending=nobody, sad=0.21, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:18.503}
2024-06-10 16:29:23	ActionGaze	furhatos.event.actions.ActionGaze ActionGaze{mode=DEFAULT, event_sessionId=, event_id=3abafcba-212c-4b1a-97b2-edeb817374ec, slack=0, event_name=furhatos.event.actions.ActionGaze, location=Location{x=0.53, y=0.10, z=0.99}, speed=MEDIUM, event_time=2024-06-10 16:29:23.839}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=48e0b77c-16f2-4239-8c7a-95a2e448a405, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.16, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.31, y=0.15, z=1.05}, rotation=Rotation{x=-25.82, y=163.57, z=-9.77}}, mouth=NULL, attending=nobody, sad=0.34, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:18.504}
2024-06-10 16:29:23	ActionGaze	furhatos.event.actions.ActionGaze ActionGaze{mode=DEFAULT, event_sessionId=, event_id=32842c82-00f2-4ee0-b20d-6c046cb2332d, slack=0, event_name=furhatos.event.actions.ActionGaze, location=Location{x=0.53, y=0.10, z=0.99}, speed=MEDIUM, event_time=2024-06-10 16:29:23.839}
2024-06-10 16:29:23	ActionGaze	furhatos.event.actions.ActionGaze ActionGaze{mode=DEFAULT, event_sessionId=, event_id=d61eb35a-b736-4b12-8caa-02502a4b1d25, slack=0, event_name=furhatos.event.actions.ActionGaze, location=Location{x=0.53, y=0.10, z=0.99}, speed=MEDIUM, event_time=2024-06-10 16:29:23.839}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=3cf2589e-d34b-4ae3-9084-7258cad3429e, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.14, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.30, y=0.14, z=1.03}, rotation=Rotation{x=-25.47, y=163.88, z=-7.86}}, mouth=NULL, attending=nobody, sad=0.39, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:18.604}
2024-06-10 16:29:23	ActionGaze	furhatos.event.actions.ActionGaze ActionGaze{mode=DEFAULT, event_sessionId=, event_id=370d7baa-f743-43ba-b854-2b6293d7816b, slack=0, event_name=furhatos.event.actions.ActionGaze, location=Location{x=0.53, y=0.10, z=0.99}, speed=MEDIUM, event_time=2024-06-10 16:29:23.839}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=88b29638-1096-4ff5-b36d-0bd4ec3d3217, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.14, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.30, y=0.14, z=1.03}, rotation=Rotation{x=-25.47, y=163.88, z=-7.86}}, mouth=NULL, attending=nobody, sad=0.39, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:18.705}
2024-06-10 16:29:23	ActionGaze	furhatos.event.actions.ActionGaze ActionGaze{mode=DEFAULT, event_sessionId=, event_id=518597c2-722e-4bd8-a84e-20ec9544b54a, slack=0, event_name=furhatos.event.actions.ActionGaze, location=Location{x=0.53, y=0.10, z=0.99}, speed=MEDIUM, event_time=2024-06-10 16:29:23.839}
2024-06-10 16:29:23	ActionGaze	furhatos.event.actions.ActionGaze ActionGaze{mode=DEFAULT, event_sessionId=, event_id=615d13d8-d4f1-4e62-b6d2-a1b0594145c4, slack=0, event_name=furhatos.event.actions.ActionGaze, location=Location{x=0.53, y=0.10, z=0.99}, speed=MEDIUM, event_time=2024-06-10 16:29:23.84}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=71aae41a-eb0b-4d4a-a2e7-a4879097e486, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.11, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.29, y=0.15, z=1.03}, rotation=Rotation{x=-23.73, y=164.43, z=-7.61}}, mouth=NULL, attending=nobody, sad=0.34, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:18.706}
2024-06-10 16:29:23	ActionGaze	furhatos.event.actions.ActionGaze ActionGaze{mode=DEFAULT, event_sessionId=, event_id=c92b4805-c39f-45e5-9eb9-0ac24ec47080, slack=0, event_name=furhatos.event.actions.ActionGaze, location=Location{x=0.53, y=0.10, z=0.99}, speed=MEDIUM, event_time=2024-06-10 16:29:23.84}
2024-06-10 16:29:23	ActionGaze	furhatos.event.actions.ActionGaze ActionGaze{mode=DEFAULT, event_sessionId=, event_id=533f10cb-0c62-4c70-ace9-dc033d44f889, slack=0, event_name=furhatos.event.actions.ActionGaze, location=Location{x=0.53, y=0.10, z=0.99}, speed=MEDIUM, event_time=2024-06-10 16:29:23.84}
2024-06-10 16:29:23	ActionGaze	furhatos.event.actions.ActionGaze ActionGaze{mode=DEFAULT, event_sessionId=, event_id=71fa3f6b-0c56-474d-9c05-2c67369581ef, slack=0, event_name=furhatos.event.actions.ActionGaze, location=Location{x=0.53, y=0.10, z=0.99}, speed=MEDIUM, event_time=2024-06-10 16:29:23.84}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=e5d81d44-2142-443e-b22b-3efc875b655d, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.10, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.30, y=0.15, z=1.03}, rotation=Rotation{x=-22.35, y=163.96, z=-7.43}}, mouth=NULL, attending=nobody, sad=0.37, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:18.806}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=6a47330a-23f7-4dfa-97a1-a8b6f128a4ee, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.10, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.30, y=0.15, z=1.03}, rotation=Rotation{x=-22.35, y=163.96, z=-7.43}}, mouth=NULL, attending=nobody, sad=0.37, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:18.806}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=6acefaaf-6cd0-4431-92ad-d76a804940eb, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.09, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.30, y=0.15, z=1.03}, rotation=Rotation{x=-23.55, y=164.04, z=-7.77}}, mouth=NULL, attending=nobody, sad=0.29, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:18.905}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=60d2d9fc-9ba0-44a6-abad-ab96febbec91, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.09, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.30, y=0.15, z=1.03}, rotation=Rotation{x=-23.55, y=164.04, z=-7.77}}, mouth=NULL, attending=nobody, sad=0.29, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:19.005}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=c092c4fc-23b4-4b8b-a580-9fa708fb13e8, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.09, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.30, y=0.14, z=0.99}, rotation=Rotation{x=-24.42, y=164.43, z=-6.29}}, mouth=NULL, attending=nobody, sad=0.26, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:19.011}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=4994cb67-8d0e-4e1e-a6bf-1903ce80f8ba, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.10, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.31, y=0.15, z=1.00}, rotation=Rotation{x=-26.26, y=163.25, z=-5.77}}, mouth=NULL, attending=nobody, sad=0.31, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:19.107}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=5198a4f7-953c-45b5-adbd-d169816b1c98, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.19, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.31, y=0.12, z=0.92}, rotation=Rotation{x=-26.84, y=162.19, z=-5.42}}, mouth=NULL, attending=nobody, sad=0.35, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:19.204}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=510184a0-a66f-4888-a00e-99756bf96990, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.19, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.31, y=0.12, z=0.92}, rotation=Rotation{x=-26.84, y=162.19, z=-5.42}}, mouth=NULL, attending=nobody, sad=0.35, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:19.304}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=0604a39b-60f2-46b4-8a79-f0e99dc2dae9, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.18, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.31, y=0.11, z=0.87}, rotation=Rotation{x=-25.74, y=160.58, z=-4.53}}, mouth=NULL, attending=nobody, sad=0.37, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:19.305}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=f033dc74-ffa1-48c9-9307-d5a8b75525fc, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.10, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.31, y=0.09, z=0.82}, rotation=Rotation{x=-28.80, y=160.92, z=-3.10}}, mouth=NULL, attending=nobody, sad=0.39, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:19.405}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=008b2feb-4050-4840-bc27-7784cba5f348, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.08, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.32, y=0.10, z=0.81}, rotation=Rotation{x=-28.89, y=161.00, z=-3.26}}, mouth=NULL, attending=nobody, sad=0.34, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:19.505}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=e5740280-1450-49c3-9678-8036924d36cc, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.12, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.32, y=0.10, z=0.80}, rotation=Rotation{x=-27.94, y=165.00, z=-3.17}}, mouth=NULL, attending=nobody, sad=0.26, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:19.604}
2024-06-10 16:29:23	ActionGaze	furhatos.event.actions.ActionGaze ActionGaze{mode=DEFAULT, event_sessionId=, event_id=6db3052e-9354-4039-8d69-c59a2b321f40, slack=0, event_name=furhatos.event.actions.ActionGaze, location=Location{x=0.52, y=0.10, z=0.99}, speed=MEDIUM, event_time=2024-06-10 16:29:23.845}
2024-06-10 16:29:23	ActionGaze	furhatos.event.actions.ActionGaze ActionGaze{mode=DEFAULT, event_sessionId=, event_id=8bd27c38-7ed9-4b2b-9d0a-5b15c76a923e, slack=0, event_name=furhatos.event.actions.ActionGaze, location=Location{x=0.52, y=0.10, z=0.99}, speed=MEDIUM, event_time=2024-06-10 16:29:23.845}
2024-06-10 16:29:23	ActionGaze	furhatos.event.actions.ActionGaze ActionGaze{mode=DEFAULT, event_sessionId=, event_id=5e5de31d-a7f7-417c-ba16-9a425075192d, slack=0, event_name=furhatos.event.actions.ActionGaze, location=Location{x=0.52, y=0.10, z=0.99}, speed=MEDIUM, event_time=2024-06-10 16:29:23.845}
2024-06-10 16:29:23	ActionGaze	furhatos.event.actions.ActionGaze ActionGaze{mode=DEFAULT, event_sessionId=, event_id=cdd58525-e5fe-4c72-9b7c-84145588576a, slack=0, event_name=furhatos.event.actions.ActionGaze, location=Location{x=0.51, y=0.09, z=0.97}, speed=MEDIUM, event_time=2024-06-10 16:29:23.85}
2024-06-10 16:29:23	ActionGaze	furhatos.event.actions.ActionGaze ActionGaze{mode=DEFAULT, event_sessionId=, event_id=6df4beb8-77cc-4e82-bc1f-7be67cf410b0, slack=0, event_name=furhatos.event.actions.ActionGaze, location=Location{x=0.51, y=0.09, z=0.97}, speed=MEDIUM, event_time=2024-06-10 16:29:23.85}
2024-06-10 16:29:23	ActionGaze	furhatos.event.actions.ActionGaze ActionGaze{mode=DEFAULT, event_sessionId=, event_id=6883464c-cf26-4495-9e90-88682da80a2c, slack=0, event_name=furhatos.event.actions.ActionGaze, location=Location{x=0.51, y=0.09, z=0.97}, speed=MEDIUM, event_time=2024-06-10 16:29:23.85}
2024-06-10 16:29:23	ActionGaze	furhatos.event.actions.ActionGaze ActionGaze{mode=DEFAULT, event_sessionId=, event_id=69e3ee3e-392c-49fc-915b-17197cd002c2, slack=0, event_name=furhatos.event.actions.ActionGaze, location=Location{x=0.51, y=0.09, z=0.97}, speed=MEDIUM, event_time=2024-06-10 16:29:23.851}
2024-06-10 16:29:23	ActionGaze	furhatos.event.actions.ActionGaze ActionGaze{mode=DEFAULT, event_sessionId=, event_id=5c77dc61-dce1-4b5e-afe1-3b5169f8bfa8, slack=0, event_name=furhatos.event.actions.ActionGaze, location=Location{x=0.51, y=0.09, z=0.97}, speed=MEDIUM, event_time=2024-06-10 16:29:23.851}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=c7478d14-0aaf-4379-b1c2-89835625b067, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.21, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.32, y=0.12, z=0.83}, rotation=Rotation{x=-25.82, y=166.94, z=-3.71}}, mouth=NULL, attending=nobody, sad=0.23, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:19.704}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=2dc1b2f3-630d-4695-9ce3-a0a124a43a82, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.18, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.33, y=0.13, z=0.84}, rotation=Rotation{x=-26.18, y=166.52, z=-4.49}}, mouth=NULL, attending=nobody, sad=0.25, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:19.804}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=4f568929-6328-4bbf-876d-940f44323671, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.16, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.33, y=0.13, z=0.84}, rotation=Rotation{x=-24.85, y=166.95, z=-4.09}}, mouth=NULL, attending=nobody, sad=0.33, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:19.903}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=270dc9e6-52dc-4e34-b35a-be4ced0c0aae, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.16, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.33, y=0.13, z=0.84}, rotation=Rotation{x=-24.85, y=166.95, z=-4.09}}, mouth=NULL, attending=nobody, sad=0.33, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:20.003}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=f0ebf04c-5b23-47c8-94a4-1a32bb7c2e37, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.17, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.33, y=0.13, z=0.86}, rotation=Rotation{x=-27.60, y=165.32, z=-3.64}}, mouth=NULL, attending=nobody, sad=0.34, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:20.004}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=4be8fdb7-535c-4ba2-97cd-d0281604bfa5, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.17, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.33, y=0.13, z=0.86}, rotation=Rotation{x=-27.60, y=165.32, z=-3.64}}, mouth=NULL, attending=nobody, sad=0.34, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:20.104}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=03ab0184-cef8-4281-8e16-dc383daba309, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.22, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.33, y=0.14, z=0.87}, rotation=Rotation{x=-28.03, y=163.38, z=-3.19}}, mouth=NULL, attending=nobody, sad=0.40, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:20.105}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=332b4b03-ab0e-4357-8f45-27bba204e1cd, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.22, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.33, y=0.14, z=0.87}, rotation=Rotation{x=-28.03, y=163.38, z=-3.19}}, mouth=NULL, attending=nobody, sad=0.40, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:20.205}
2024-06-10 16:29:23	SenseUsers	furhatos.event.senses.SenseUsers SenseUsers{event_name=furhatos.event.senses.SenseUsers, event_sessionId=, event_id=409fb97c-edba-4d8d-a3d6-304909c541fe, users={user-1=User{mouthOpen=-1.00, gender=NULL, leftEyeClosed=-1.00, happy=0.00, ageDeviation=-1, faceprint=Faceprint{}, neutral=0.20, ageGroup=NULL, angry=0.00, head=BodyPart{location=Location{x=0.33, y=0.15, z=0.89}, rotation=Rotation{x=-30.60, y=161.32, z=-4.45}}, mouth=NULL, attending=nobody, sad=0.44, spaces=[], rightEyeClosed=-1.00, id=user-1, female=1.00, age=-1, male=0.00, surprised=0.00}}, event_time=2024-06-10 16:29:20.206}
